PitchNo,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,Batter,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0
318,4,5,Pitcher_13,Left,2,Batter_26,Left,1,Stretch,9,Bottom,2,2,2,Fastball,Undefined,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,90.91239706,-2.670130884,1.892600313,2065.862254,154.4200346,11:15,6.6424311,-1.148276901,6.081583676,-13.48830854,19.97786929,-9.578265649,3.04534365,0.30486344,83.15810495,-5.206056035,0.084685312,0.416365345,,,,,,,,,,,,5.723377739,11.58549997,1.007444767,50,6.429168514,-4.061483986,-132.1885286,-6.599872917,10.13372919,28.00135834,-11.66093121
319,1,1,Pitcher_14,Right,1,Batter_23,Left,2,Stretch,10,Top,0,0,0,Fastball,Undefined,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,92.53558185,-2.186707041,-2.260923886,2175.452111,212.8748999,1:00,6.637580947,1.044002557,5.736932111,-14.92746473,17.74205658,11.48668138,3.355149316,0.395133985,84.74846098,-4.975204235,-0.108820709,0.411379744,,,,,,,,,,,,-6.767298038,10.10062196,-0.863065603,50,6.446504808,4.911792268,-134.5127919,-5.658616884,-12.43393133,28.40499558,-13.61561664
320,1,2,Pitcher_14,Right,1,Batter_23,Left,2,Stretch,10,Top,0,0,1,ChangeUp,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,85.04199394,-1.025762398,-1.506854297,1732.237622,231.214981,1:45,6.345539749,1.33735469,5.917843161,-27.31614093,10.91921374,13.63277327,3.116982064,1.574920821,78.35747774,-6.131935819,1.053062435,0.445045157,,,,,,,,,,,,-7.744414345,6.155542974,-1.224667731,50,6.247884215,2.833770302,-123.8021574,-3.064842601,-12.0873867,23.40811828,-22.56655276
321,1,3,Pitcher_14,Right,1,Batter_23,Left,2,Stretch,10,Top,0,1,1,Curveball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,79.59266906,-0.586996262,-0.026749982,2575.535887,83.35077042,8:45,6.438653239,1.190001887,5.238714745,-45.98675552,-1.112321289,-9.17976855,2.054786077,0.899883404,73.64510978,-9.049552301,-1.731499279,0.482137611,,,,,,,,,,,,4.826018591,-0.427879519,-1.18081161,50,6.351031451,0.351803221,-115.7811485,-2.677812308,6.571915609,20.96936863,-32.75672101
322,1,4,Pitcher_14,Right,1,Batter_23,Left,2,Stretch,10,Top,0,2,1,Fastball,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,92.67319965,-3.051236299,-2.566421893,2319.731182,211.4260878,1:00,6.751788181,0.856896971,5.63880173,-11.12044177,21.89935753,13.40008504,2.973498072,0.07814495,84.09673517,-5.133520905,-0.04956206,0.413579242,,,,,,,,,,,,-7.931886949,12.62605274,-0.647550543,50,6.48549778,5.558027565,-134.4829955,-7.565655279,-14.43810388,30.81580403,-9.191338104
323,1,5,Pitcher_14,Right,1,Batter_23,Left,2,Stretch,10,Top,0,2,2,Fastball,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,92.7978269,-2.981714945,-2.950004241,2355.043057,214.0634081,1:15,6.564380633,1.221737112,5.779110716,-10.9176642,21.88655957,14.8187922,2.874499075,0.209823963,84.09755436,-5.033759227,-0.158700277,0.412226969,,,,,,,,,,,,-8.857693287,12.67191613,-0.98741487,50,6.311737262,6.431551036,-134.6491828,-7.396635191,-16.14328534,31.22601305,-9.079282094
324,1,6,Pitcher_14,Right,1,Batter_23,Left,2,Stretch,10,Top,0,2,2,ChangeUp,Undefined,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,84.46089545,-1.429234307,-1.474501297,1625.235362,229.108191,1:45,6.286109479,1.272946658,6.105225898,-28.14863747,10.60013237,12.28273409,2.618197914,1.432872809,77.37556695,-6.722231231,0.848245093,0.448023174,,,,,,,,,,,,-7.09683359,6.169183537,-1.16634156,50,6.161654918,2.800693768,-122.9137868,-3.900023341,-10.83666517,24.78620857,-22.75387891
325,2,1,Pitcher_14,Right,1,Batter_9,Right,2,Stretch,10,Top,1,0,0,Curveball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,79.3573483,-0.466657643,-1.115713944,2596.944443,96.29094629,9:15,6.484362559,0.854158186,5.393265985,-44.53353927,1.142935072,-10.75716151,2.335868144,-0.587864749,72.11589438,-8.760389107,-3.135906565,0.486427148,,,,,,,,,,,,5.360267513,0.75962417,-0.747383136,50,6.412310534,2.579052782,-115.2788976,-2.321658361,7.097373392,24.6395064,-31.16825242
326,2,2,Pitcher_14,Right,1,Batter_9,Right,2,Stretch,10,Top,1,1,0,Fastball,Undefined,InPlay,Undefined,LineDrive,Single,0,0,,92.60664871,-2.403541561,-3.158271905,2220.083278,221.2242258,1:15,6.635073786,0.940398601,5.749405628,-16.19274744,17.03614512,14.9541202,3.043702161,-0.25617919,83.28378243,-5.457100731,-0.330789336,0.414886642,68.79799941,20.21255689,7.224970698,1773.189856,108.5151617,21.43739414,18.01148238,187.6614503,187.0113221,10.29038177,2.404329224,-9.085891306,9.962616518,-0.687351654,50,6.425740614,6.901758601,-134.3179146,-6.198349794,-16.32852149,33.51176008,-14.2699385
327,3,1,Pitcher_14,Right,1,Batter_24,Left,2,Stretch,10,Top,1,0,0,ChangeUp,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,84.31545736,-0.36352678,-1.269613078,1620.80496,233.3050628,1:45,6.407054368,1.224290564,6.286614189,-29.18415135,9.722862175,13.09571274,3.639986522,1.645534891,76.49297448,-5.905304623,1.226726642,0.448937068,,,,,,,,,,,,-7.579167008,5.446971136,-1.137286365,50,6.366220913,2.349322632,-122.7112487,-1.603934342,-11.42487925,26.86582604,-23.96325343
328,3,2,Pitcher_14,Right,1,Batter_24,Left,2,Stretch,10,Top,1,1,0,Fastball,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,91.79325887,-1.811165761,-3.483790793,2285.431111,223.9808072,1:30,6.479350744,1.026200146,5.75263683,-16.80224906,16.810232,16.25307201,3.389717698,-0.365954581,83.0127669,-4.972690731,-0.421475466,0.41727446,,,,,,,,,,,,-9.811495421,9.599044663,-0.747101198,50,6.31889853,7.557536602,-133.2069271,-4.790551779,-17.45762862,31.21126771,-15.09443433
329,3,3,Pitcher_14,Right,1,Batter_24,Left,2,Stretch,10,Top,1,1,1,Curveball,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,79.43518408,0.161658643,-0.150860864,2534.918663,112.8859745,9:45,6.523267219,1.128605259,5.166859215,-42.11223856,3.960427343,-9.484670618,3.1660332,0.69625799,71.74122564,-7.686149407,-1.929090968,0.488532195,,,,,,,,,,,,4.958664997,2.037789412,-1.107564607,50,6.50721212,0.608306829,-115.3473527,-1.026956981,6.557227067,25.15298914,-29.47932167
330,3,4,Pitcher_14,Right,1,Batter_24,Left,2,Stretch,10,Top,1,1,2,Fastball,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,92.9090724,-2.05457077,-3.173931437,2212.714257,220.3685753,1:15,6.530114293,1.044650295,5.685856488,-15.77268006,16.75066223,14.26609291,3.297252008,-0.227407808,85.01171127,-5.000089831,-0.504963522,0.410458358,104.1998153,13.11483328,36.11736418,2830.56363,82.95183517,19.24676332,72.24176065,237.6603455,84.45176745,47.78848784,2.159330444,-8.492945983,9.51966468,-0.78671292,50,6.347372411,6.982045202,-134.9518708,-5.403045189,-15.7023928,28.66454681,-14.57338155
331,3,5,Pitcher_14,Right,1,Batter_24,Left,2,Stretch,10,Top,1,1,2,Curveball,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,79.35797467,1.003144396,0.182551485,2608.443552,57.88900365,8:00,6.5293204,0.960650664,5.332771984,-49.56318484,-4.192318845,-6.612305522,3.340194357,1.080875267,72.59347393,-8.204608057,-1.053494742,0.484797144,,,,,,,,,,,,3.555454912,-2.516919308,-0.972448533,50,6.584840215,-0.158525547,-115.360827,0.453171669,4.761375713,22.71134761,-35.54464353
332,3,6,Pitcher_14,Right,1,Batter_24,Left,2,Stretch,10,Top,1,1,2,Curveball,Undefined,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,79.2130629,-0.022119265,-0.47267306,2557.34871,71.05047972,8:15,6.492815399,1.077477817,5.427679659,-49.39513684,-3.600065582,-10.35994325,2.355840097,0.271512877,72.00200129,-9.232334606,-2.421635826,0.487058232,,,,,,,,,,,,5.364552874,-1.910648963,-1.028651571,50,6.457497029,1.268643571,-115.091884,-1.566099627,7.074718073,24.70617946,-34.69379309
